UserID,Birthday,IsSubscribed,SubscribeDate,GenderFinal,IsVIP,HasUsedWishlist,IsUsingMultipleDevices,SK_GeoCountry
4297860,,No,,Women,Not VIP,No,No,197
3469495,,No,,N/D,Not VIP,Yes,No,106
4189395,,No,,N/D,Not VIP,No,No,215
4360606,,No,,Women,Not VIP,No,No,13
4353090,,No,,Women,Not VIP,No,Yes,13
4363903,,No,,Men,Not VIP,No,No,215
4341864,,No,,N/D,Not VIP,No,No,103
4352181,,No,,Women,Not VIP,Yes,No,93
4367550,,No,,Men,Not VIP,No,No,77
4326930,,Yes,2013-05-30 15:11:45.530,Women,Not VIP,No,No,103
4362391,,No,,N/D,Not VIP,No,No,109
3153425,,No,,N/D,Not VIP,Yes,No,13
4423770,,No,,Women,Not VIP,No,No,119
30380,1990-03-06,Yes,2009-06-08 10:20:28.993,Men,Not VIP,No,No,215
4414381,,No,,Women,Not VIP,No,No,77
4423523,,No,,Men,Not VIP,Yes,No,215
4412421,,No,,N/D,Not VIP,Yes,No,109
4414963,,No,,Women,Not VIP,No,No,13
4415180,,No,,Women,Not VIP,No,No,80
4429870,,No,,Women,Not VIP,No,No,93
896947,,Yes,2011-12-09 01:07:55.150,Women,Not VIP,No,No,146
4436305,,No,,Men,Not VIP,No,No,215
3942167,,No,,Women,Not VIP,Yes,Yes,103
4333452,,No,,Men,Not VIP,Yes,No,6
4336209,,No,,Men,Not VIP,No,Yes,13
4403023,,No,,Men,Not VIP,No,No,215
4400405,,No,,N/D,Not VIP,No,No,215
2202649,,Yes,2012-06-12 18:29:36.647,Women,Not VIP,Yes,No,103
4407487,,No,,Women,Not VIP,No,No,215
4397844,,Yes,2012-12-05 15:01:00.060,Women,Not VIP,No,No,101
4341357,,No,,Women,Not VIP,No,No,215
3520835,,No,,Women,Not VIP,Yes,No,793456
804088,,Yes,2011-11-22 18:48:19.240,Women,Not VIP,Yes,Yes,215
4381391,,No,,Men,Not VIP,No,No,215
4408150,,Yes,2012-12-06 01:49:13.153,N/D,VIP New,Yes,Yes,215
4383506,,No,,Women,Not VIP,No,No,164
4395455,,No,,Men,Not VIP,No,No,215
4400632,,No,,Men,Not VIP,No,No,104769
4417008,,No,,Men,Not VIP,No,No,215
4420620,1988-06-12,No,,Women,Not VIP,Yes,No,181
4375862,,No,,N/D,Not VIP,No,No,109
4379876,,No,,Women,Not VIP,No,No,98
4385007,,No,,Men,Not VIP,No,No,215
4376626,,No,,N/D,Not VIP,No,No,201
4376540,,Yes,2012-12-04 10:49:51.643,Women,Not VIP,Yes,No,167
4373871,,No,,Men,Not VIP,Yes,No,215
4303870,,No,,N/D,Not VIP,No,No,153
1631499,,Yes,2012-03-27 15:19:20.043,Women,Not VIP,Yes,No,21
4434890,,No,,N/D,Not VIP,No,No,14
4414209,,Yes,2012-12-06 10:29:44.220,Men,Not VIP,No,No,215
2615627,,Yes,2012-07-24 19:29:30.403,Men,Not VIP,Yes,No,104768
4377123,,No,,Men,Not VIP,No,No,215
4438114,,No,,Men,Not VIP,No,No,215
4440535,,No,,Women,Not VIP,Yes,No,177
4429319,,No,,Women,Not VIP,No,No,13
4418171,,Yes,2012-12-06 14:56:13.310,N/D,Not VIP,No,No,215
4420956,,No,,Women,Not VIP,No,No,211
4464670,,No,,Men,Not VIP,No,No,215
4457956,,No,,Men,Not VIP,No,No,197
4455139,,No,,Women,Not VIP,No,No,215
4465458,,No,,Women,Not VIP,No,No,215
4386615,,Yes,2012-12-04 21:39:13.773,N/D,Not VIP,No,No,177
4463069,,No,,N/D,Not VIP,No,No,104769
155422,,Yes,2010-05-31 09:33:39.417,Women,Not VIP,No,No,177
4202578,,No,,Women,Not VIP,Yes,No,215
4455921,,Yes,2012-12-08 12:09:23.447,N/D,Not VIP,No,No,103
4462229,,No,,Women,Not VIP,No,No,793456
4462395,,No,,N/D,Not VIP,No,No,215
227992,1991-12-10,Yes,2010-10-06 12:37:13.907,Women,Not VIP,Yes,No,216
544623,,Yes,2011-08-26 16:03:13.957,Men,Not VIP,Yes,No,146
4477703,,No,,Women,Not VIP,No,No,215
4473583,,No,,Men,Not VIP,No,No,215
4366508,,No,,Men,Not VIP,Yes,No,13
4396792,,No,,Men,Not VIP,No,No,211
4026127,,No,,Men,Not VIP,Yes,Yes,93
4413923,,No,,N/D,Not VIP,No,No,69
4439591,,No,,Women,Not VIP,No,No,196
4512916,,No,,N/D,Not VIP,No,No,93
622084,1993-04-04,Yes,2011-08-23 21:45:13.633,Women,Not VIP,Yes,Yes,164
4470550,,Yes,2012-09-09 04:09:44.163,Women,Not VIP,No,No,13
4475407,,No,,Women,Not VIP,No,No,104769
4474586,,Yes,2012-12-09 15:23:03.533,N/D,VIP,Yes,Yes,93
4441968,,Yes,2012-07-17 15:34:15.433,N/D,Not VIP,Yes,No,215
4376801,,No,,Women,Not VIP,No,No,110
4467994,,No,,N/D,Not VIP,No,No,181
4491026,,Yes,2012-12-10 14:06:51.080,Men,Not VIP,No,No,31
4519070,,No,,Men,Not VIP,No,No,215
2394313,,Yes,2012-07-03 15:23:23.887,Women,Not VIP,No,No,104769
1033503,,Yes,2012-01-04 16:49:50.980,Women,Not VIP,No,No,105
1037858,,Yes,2012-01-04 16:49:50.980,N/D,Not VIP,No,No,216
3007531,1992-06-13,Yes,2012-12-10 15:28:14.883,Women,Not VIP,Yes,Yes,13
4489688,,No,,Women,Not VIP,No,No,13
4490406,,No,,Men,Not VIP,No,No,77
4509784,,No,,Women,Not VIP,No,No,215
789139,,Yes,2011-11-17 21:09:41.240,N/D,Not VIP,No,No,793456
4513581,,No,,N/D,Not VIP,No,No,77
4513649,,No,,Men,Not VIP,No,No,215
4520812,,No,,Women,Not VIP,No,No,13
4505159,,No,,Men,Not VIP,No,No,80
4525424,,No,,N/D,Not VIP,No,No,597577
4528734,,No,,N/D,Not VIP,No,No,215
4488126,,No,,Men,Not VIP,No,No,215
4514669,,Yes,2013-04-28 09:25:23.843,N/D,VIP,Yes,Yes,215
460400,1973-01-10,Yes,2011-07-27 15:19:27.877,Women,Not VIP,Yes,No,93
4523668,,No,,Women,Not VIP,No,No,80
4531817,,No,,Men,Not VIP,No,No,215
1038346,,Yes,2012-01-04 16:49:50.980,N/D,Not VIP,Yes,No,216
1043611,,Yes,2012-01-04 16:49:50.980,Women,Not VIP,No,No,216
1072360,,Yes,2012-01-10 15:57:35.180,N/D,Not VIP,No,No,29
4035799,,Yes,2012-12-10 13:07:07.113,N/D,Not VIP,No,No,103
648890,,Yes,2011-10-11 19:18:10.737,Men,Not VIP,Yes,Yes,131
1074706,,Yes,2012-01-10 15:57:35.180,Men,Not VIP,No,No,216
1051904,,Yes,2012-01-06 16:48:56.503,Women,Not VIP,No,No,216
1067450,,Yes,2012-01-10 15:57:35.180,N/D,Not VIP,No,No,216
1065192,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,No,No,216
1069002,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,No,No,37
4459332,,Yes,2013-04-25 04:10:18.553,Women,Not VIP,Yes,No,13
1064249,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,Yes,No,216
1061800,,Yes,2012-01-06 16:48:56.503,Women,Not VIP,No,No,216
1045989,,Yes,2012-01-04 16:49:50.980,Women,Not VIP,No,Yes,216
1048504,,Yes,2012-01-04 16:49:50.980,N/D,Not VIP,No,No,70
4492924,,No,,Women,Not VIP,No,No,169
4536660,,No,,Women,Not VIP,No,No,198
4524360,,Yes,2014-12-21 08:55:11.523,Women,Not VIP,Yes,Yes,77
1071118,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,No,No,70
664270,1989-08-14,Yes,2011-10-18 19:20:56.910,Men,Not VIP,Yes,No,215
1051206,,Yes,2012-01-06 16:48:56.503,N/D,Not VIP,Yes,Yes,37
1051776,1986-05-01,Yes,2012-01-06 16:48:56.503,Men,Not VIP,No,No,70
1046721,,Yes,2012-01-04 16:49:50.980,N/D,Not VIP,No,No,216
1050983,,Yes,2012-01-04 19:33:30.840,Women,Not VIP,Yes,No,216
1057813,,Yes,2012-01-06 16:48:56.503,N/D,Not VIP,No,No,70
3184124,,No,,Women,Not VIP,Yes,No,13
1056290,,Yes,2011-08-02 19:27:42.933,N/D,Not VIP,No,No,70
4527364,,No,,Men,Not VIP,No,No,93
1444805,,Yes,2012-03-01 16:12:17.037,N/D,Not VIP,Yes,Yes,13
4522010,,No,,Women,Not VIP,No,No,109
1058592,,Yes,2012-01-06 16:48:56.503,Women,Not VIP,No,No,216
4526098,,No,,Women,Not VIP,No,No,215
4489497,1982-02-06,No,,Women,Not VIP,Yes,No,13
4487357,,No,,N/D,Not VIP,No,No,13
4525267,,No,,Women,Not VIP,No,No,77
4315268,,No,,Women,Not VIP,No,No,215
4423764,,No,,N/D,Not VIP,Yes,No,146
673620,,Yes,2011-10-18 19:20:56.910,Women,Not VIP,Yes,No,104768
4552363,,No,,N/D,Not VIP,No,No,10
953462,,Yes,2011-12-20 15:28:04.870,Women,Not VIP,Yes,No,93
3757433,,Yes,2012-10-29 01:49:28.890,N/D,Not VIP,Yes,No,13
1067166,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,Yes,Yes,216
1034963,,Yes,2012-01-04 16:49:50.980,N/D,Not VIP,No,No,70
1042315,,Yes,2012-01-04 16:49:50.980,N/D,Not VIP,No,No,216
4573828,,No,,Men,Not VIP,No,No,101
1048183,,Yes,2012-01-04 16:49:50.980,N/D,Not VIP,No,No,104769
4564475,,No,,Women,Not VIP,Yes,No,131
4562390,,No,,N/D,Not VIP,Yes,Yes,15
4544443,,No,,N/D,Not VIP,Yes,No,21
1047741,,Yes,2012-01-04 16:49:50.980,Women,Not VIP,No,No,14
4541464,,Yes,2012-06-14 15:28:03.387,Women,Not VIP,Yes,No,13
4543986,,No,,Women,Not VIP,No,No,77
4547030,,No,,Men,Not VIP,No,No,101
4571943,,No,,Women,Not VIP,No,No,215
4581153,,No,,Women,Not VIP,No,No,101
4560102,,No,,Women,Not VIP,No,No,55
4579256,,Yes,2014-04-11 23:17:54.973,N/D,Not VIP,Yes,Yes,164
4544703,,No,,Men,Not VIP,Yes,No,80
4537281,,No,,Men,Not VIP,No,No,13
4539585,,No,,Women,Not VIP,No,No,103
1051958,,Yes,2012-01-04 22:02:38.000,N/D,Not VIP,No,No,216
844159,1988-08-30,Yes,2011-11-28 22:26:17.513,Women,VIP,Yes,No,118
4586476,,No,,Men,Not VIP,No,No,77
4591522,,No,,Men,Not VIP,No,No,103
4597404,,No,,Women,Not VIP,No,No,153
4599801,,No,,Men,Not VIP,No,No,146
1014304,,Yes,2012-01-04 16:49:50.980,Women,Not VIP,No,No,793456
863171,,Yes,2011-12-09 10:09:06.900,Women,Not VIP,No,Yes,13
1009246,,Yes,2011-12-29 19:30:14.583,Women,Not VIP,Yes,No,215
1035133,,Yes,2012-01-04 16:49:50.980,Women,Not VIP,No,No,215
346722,1959-09-26,Yes,2012-12-19 12:39:51.490,Men,Not VIP,Yes,No,13
874269,,Yes,2010-09-30 21:55:32.863,Women,Not VIP,No,No,215
4540971,,No,,Men,Not VIP,No,No,215
4472949,,No,,Men,Not VIP,Yes,No,597577
4494426,,No,,Women,Not VIP,No,No,77
1061038,,Yes,2012-01-06 16:48:56.503,Men,Not VIP,No,No,103
4622389,,No,,Men,Not VIP,No,No,215
1079450,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,No,No,216
1080939,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,Yes,No,216
1055467,1968-02-13,Yes,2012-01-06 16:48:56.503,Men,Not VIP,Yes,No,197
1081697,1971-03-31,Yes,2014-08-16 16:56:39.010,Women,VIP,Yes,No,216
1089271,,Yes,2012-01-10 15:57:35.180,Men,Not VIP,No,No,29
1062062,,Yes,2012-01-06 16:48:56.503,Women,Not VIP,No,No,215
4612575,,No,,N/D,Not VIP,No,No,215
4625576,,No,,Men,Not VIP,No,No,77
3699412,,No,,Women,Not VIP,No,No,70
2834365,,Yes,2012-12-19 12:39:49.450,Women,Not VIP,Yes,No,13
4605551,,No,,Men,Not VIP,No,No,215
3707693,,Yes,2012-08-21 21:22:14.087,Women,Not VIP,No,No,29
1079262,,Yes,2012-01-10 15:57:35.180,N/D,Not VIP,Yes,Yes,77
4636672,,Yes,2012-12-19 11:46:23.817,N/D,Not VIP,Yes,No,13
3709477,,No,,Men,Not VIP,Yes,No,216
3712368,,No,,N/D,Not VIP,No,No,216
3714489,,No,,N/D,Not VIP,Yes,No,216
351636,,Yes,2011-03-26 15:03:23.990,Women,Not VIP,No,No,216
4638280,,No,,N/D,Not VIP,Yes,No,15
3702916,,No,,N/D,Not VIP,No,No,37
4631512,,No,,Women,Not VIP,No,No,104769
4595042,,No,,N/D,Not VIP,No,No,109
4554060,1980-08-11,No,,Men,Not VIP,No,No,198
4576787,,No,,N/D,Not VIP,No,No,55
4598075,,No,,Women,Not VIP,No,No,215
4551733,,No,,N/D,Not VIP,No,No,101
1057440,,Yes,2012-01-06 16:48:56.503,Women,Not VIP,No,No,216
1059197,,Yes,2012-01-06 16:48:56.503,Men,Not VIP,Yes,No,70
4589332,,No,,Women,Not VIP,No,No,77
4595444,,No,,Men,Not VIP,No,No,153
4597533,,No,,N/D,Not VIP,No,No,215
4594240,,No,,Men,Not VIP,No,No,215
4587406,,No,,Women,Not VIP,No,No,54
4546434,,Yes,2013-10-15 11:41:57.233,N/D,Not VIP,No,No,197
1091007,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,Yes,No,13
342605,,Yes,2011-03-14 11:00:52.720,Women,Not VIP,Yes,Yes,216
1096512,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,77
1088948,,Yes,2012-01-10 15:57:35.180,N/D,Not VIP,Yes,No,103
1092199,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,No,No,13
4593945,,Yes,2013-04-24 20:02:10.850,N/D,Not VIP,Yes,No,106
186451,,Yes,2010-02-25 15:22:20.570,Women,Not VIP,Yes,No,216
1084596,,Yes,2012-01-10 15:57:35.180,Women,Not VIP,No,No,21
1042325,,Yes,2012-01-04 16:49:50.980,Women,Not VIP,No,No,101
3322210,1988-04-13,Yes,2012-12-19 12:51:33.540,Women,Not VIP,Yes,Yes,15
4610831,,No,,N/D,Not VIP,No,No,344835
905304,,Yes,2011-12-13 19:08:32.320,Men,Not VIP,Yes,No,197
3049169,,Yes,2012-12-19 12:39:55.443,Men,Not VIP,No,No,211
3599518,,Yes,2012-12-19 12:39:51.550,Women,Not VIP,Yes,Yes,13
1441646,1983-12-01,Yes,2011-08-02 19:27:42.933,Women,Not VIP,Yes,Yes,110
4629944,,No,,Women,Not VIP,Yes,No,106
1042146,,Yes,2012-01-04 16:49:50.980,Men,Not VIP,No,No,215
4600602,1985-08-13,No,,Men,Not VIP,Yes,Yes,13
1998295,,Yes,2012-05-22 17:30:57.187,Men,Not VIP,No,No,70
1029111,,Yes,2012-01-04 16:49:50.980,Men,VIP,Yes,No,198
3753473,,No,,Women,Not VIP,No,Yes,216
1994371,1983-11-12,Yes,2012-05-17 15:11:33.593,Men,Not VIP,No,Yes,216
1996568,,Yes,2012-05-17 15:11:33.593,N/D,Not VIP,No,No,70
1999176,,Yes,2012-05-22 17:30:57.187,N/D,Not VIP,No,No,216
1093553,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,70
4643009,,No,,Women,Not VIP,No,No,197
4614019,,Yes,2013-12-06 10:25:31.537,Women,Not VIP,No,No,597577
1082188,,Yes,2011-01-24 13:58:22.053,N/D,Not VIP,No,No,216
1091571,,Yes,2011-10-13 16:39:28.497,Women,Not VIP,No,No,216
1094947,1972-03-17,Yes,2012-01-10 18:27:20.970,Women,Not VIP,Yes,No,29
2000143,1975-07-27,Yes,2012-05-22 17:30:57.187,Women,Not VIP,Yes,No,216
3732205,,No,,Women,Not VIP,No,No,216
1093208,,Yes,2012-01-10 15:57:35.180,Men,Not VIP,No,No,70
3696537,,No,,N/D,Not VIP,No,No,216
3699066,,No,,Women,Not VIP,No,No,216
3718497,,Yes,2012-10-26 06:49:55.263,Women,Not VIP,No,No,216
3725699,,Yes,2012-01-26 19:42:38.080,Women,Not VIP,No,No,29
3715854,,No,,Women,Not VIP,No,No,216
3719666,,Yes,2012-11-08 17:44:32.227,Men,Not VIP,Yes,Yes,216
3720159,,No,,N/D,Not VIP,No,No,70
3725248,1975-10-10,No,,Women,Not VIP,Yes,No,29
2089229,,Yes,2012-05-31 15:11:26.670,Women,Not VIP,No,No,216
2099461,,Yes,2012-06-05 14:56:30.743,Women,Not VIP,No,No,216
3742962,,No,,N/D,Not VIP,Yes,No,216
2095480,,Yes,2012-05-31 15:11:26.670,N/D,Not VIP,Yes,No,216
2106210,1988-09-24,Yes,2012-06-05 14:56:30.743,Men,Not VIP,No,No,70
2101814,,Yes,2012-06-05 14:56:30.743,N/D,Not VIP,No,No,70
2102241,,Yes,2012-06-05 14:56:30.743,Women,Not VIP,No,No,216
2088743,1978-08-12,Yes,2012-05-31 15:11:26.670,Women,Not VIP,Yes,No,29
2098580,,Yes,2012-05-31 15:11:26.670,Women,Not VIP,No,No,29
2100972,,Yes,2012-06-05 14:56:30.743,Women,Not VIP,Yes,No,216
1099543,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,13
1101581,,Yes,2012-02-21 20:25:42.803,Women,VIP New,Yes,Yes,169
775332,,Yes,2011-11-15 20:23:26.653,Women,Not VIP,No,No,215
2065121,,Yes,2012-05-29 19:44:49.540,N/D,Not VIP,No,No,70
2065273,,Yes,2012-05-29 19:44:49.540,Men,Not VIP,No,Yes,216
2060616,,Yes,2012-05-24 22:02:10.957,Women,Not VIP,No,No,29
4577271,,Yes,2014-10-28 11:55:59.083,Women,Not VIP,No,No,80
4578358,,Yes,2015-01-15 13:32:29.633,Women,Not VIP,No,No,177
4593496,,No,,Men,Not VIP,No,No,77
2067520,,Yes,2012-05-29 19:44:49.540,N/D,Not VIP,No,No,216
1998221,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,216
2005752,,Yes,2012-05-22 17:30:57.187,Women,VIP,Yes,Yes,216
2012929,,Yes,2012-05-22 17:30:57.187,N/D,Not VIP,Yes,No,29
4200200,,No,,Men,Not VIP,No,No,216
1100618,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,215
1104143,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,215
2007752,,Yes,2012-05-22 17:30:57.187,Men,Not VIP,Yes,No,37
2011899,,Yes,2012-05-15 01:23:15.870,Women,Not VIP,Yes,No,29
2078761,,Yes,2012-05-14 18:51:00.807,Women,Not VIP,No,No,29
2006270,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,216
2011043,,Yes,2012-05-22 17:30:57.187,N/D,Not VIP,No,No,216
4201254,,Yes,2012-10-28 01:03:06.027,Women,Not VIP,Yes,No,29
1116654,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,215
4654097,,Yes,2013-04-28 03:10:14.133,Women,Not VIP,Yes,Yes,93
1106514,1975-07-12,Yes,2012-02-21 20:25:42.803,Men,Not VIP,Yes,No,109
2066592,,Yes,2012-05-29 19:44:49.540,Men,Not VIP,Yes,Yes,29
2007135,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,216
2770225,,No,,Women,Not VIP,No,No,216
308850,,Yes,2011-01-27 12:11:30.400,Women,Not VIP,Yes,No,93
1992937,,Yes,2011-11-15 20:23:28.160,Men,Not VIP,No,No,216
2000540,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,29
2004518,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,Yes,No,216
3739765,,Yes,2012-12-19 12:51:32.650,N/D,Not VIP,Yes,No,214
384194,,Yes,2011-05-13 16:21:32.910,Men,Not VIP,No,No,215
2070048,,Yes,2012-05-29 19:44:49.540,Men,Not VIP,No,No,93
4655648,,No,,Men,Not VIP,No,No,169
3605453,,Yes,2012-12-19 12:51:22.780,N/D,Not VIP,Yes,No,215
2031881,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,216
2042961,,Yes,2012-05-24 15:24:30.827,Women,Not VIP,No,No,216
2046403,,Yes,2012-05-24 15:24:30.827,Women,Not VIP,No,No,216
3717513,,No,,N/D,Not VIP,Yes,No,216
3726056,,No,,N/D,Not VIP,No,No,216
3742015,,No,,Women,Not VIP,No,No,216
2020021,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,216
2018010,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,216
2028854,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,Yes,No,216
2044245,,Yes,2012-05-24 15:24:30.827,Women,Not VIP,Yes,No,216
2048723,,Yes,2012-04-05 19:45:20.747,N/D,VIP,Yes,Yes,216
1083752,,Yes,2012-01-06 16:48:57.530,Men,Not VIP,No,No,13
2031623,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,216
4661009,,Yes,2015-01-01 15:26:03.217,N/D,Not VIP,No,No,109
4663914,,No,,Women,Not VIP,No,No,215
4678692,,No,,N/D,Not VIP,No,No,153
350655,,Yes,2011-03-29 09:24:51.687,Women,Not VIP,Yes,No,29
351972,,Yes,2011-03-29 09:24:51.687,Women,Not VIP,Yes,Yes,29
2771624,,No,,Men,Not VIP,No,Yes,216
2044772,,Yes,2012-05-22 17:30:57.653,Women,Not VIP,No,No,29
2041251,,Yes,2012-05-24 15:24:30.827,N/D,Not VIP,No,No,216
2057251,1973-08-13,Yes,2012-05-29 19:44:49.540,Men,Not VIP,Yes,No,29
2051499,,Yes,2012-05-24 20:37:56.750,Women,Not VIP,No,No,216
2053922,1993-09-09,Yes,2013-04-23 10:17:43.590,Men,Not VIP,Yes,No,216
2059370,,Yes,2012-05-29 19:44:49.540,Women,Not VIP,No,No,216
3752367,,Yes,2012-12-22 13:59:01.770,Women,Not VIP,No,Yes,24
2033409,,Yes,2012-05-23 15:30:11.823,Women,Not VIP,Yes,Yes,216
2036399,,Yes,2012-05-23 15:30:11.823,Men,Not VIP,No,No,216
2038534,,Yes,2012-05-23 15:30:11.823,N/D,Not VIP,Yes,Yes,216
2042864,,Yes,2012-05-24 15:24:30.827,N/D,Not VIP,Yes,No,216
2048855,,Yes,2012-05-24 15:24:30.827,N/D,Not VIP,Yes,No,216
2057858,1979-09-29,No,2011-11-22 18:48:20.300,Women,Not VIP,Yes,No,216
2778263,,No,,Women,Not VIP,No,No,37
2781625,,No,,Men,Not VIP,No,No,216
2088332,,Yes,2012-05-31 15:11:26.670,Women,Not VIP,Yes,Yes,29
2089470,,Yes,2012-05-31 15:11:26.670,N/D,Not VIP,No,No,216
2778008,,No,,Men,Not VIP,No,Yes,216
4622802,,No,,N/D,Not VIP,No,No,77
4624544,,No,,N/D,Not VIP,No,No,110
4251147,,No,,N/D,Not VIP,Yes,No,198
1119040,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,Yes,215
1123720,,Yes,2009-09-09 18:13:13.577,Women,Not VIP,Yes,No,55
4610657,,No,,Women,Not VIP,No,No,215
4605684,,No,,N/D,Not VIP,No,No,215
4638317,,No,,Men,Not VIP,Yes,No,181
3565777,,Yes,2012-12-19 12:39:52.690,N/D,Not VIP,Yes,Yes,13
4644001,,No,,Men,Not VIP,No,No,215
4648532,,Yes,2012-12-19 22:49:57.970,N/D,Not VIP,No,No,169
1118409,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,215
2001630,,Yes,2012-05-22 17:30:57.187,Men,Not VIP,Yes,No,29
2006142,,Yes,2012-05-22 17:30:57.187,Women,Not VIP,No,No,216
4623195,,Yes,2011-03-31 16:23:51.383,N/D,Not VIP,No,No,55
4655232,,No,,Men,Not VIP,No,No,214
4623548,,Yes,2012-12-18 13:03:49.520,Men,Not VIP,No,No,77
4681828,,Yes,2015-02-11 07:20:58.540,N/D,Not VIP,No,No,215
4659226,,Yes,2015-07-09 21:39:36.090,Women,Not VIP,No,No,79
1143604,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,196
1151226,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,Yes,No,215
1153593,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,215
1137239,,Yes,2012-01-16 07:19:26.843,N/D,Not VIP,Yes,No,109
1140947,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,215
1127383,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,101
1112114,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,77
2080151,,Yes,2012-05-29 19:44:49.540,Women,Not VIP,No,No,216
2078633,,Yes,2012-05-25 14:07:55.937,Women,Not VIP,No,No,29
355139,,Yes,2011-03-31 16:23:49.957,Women,Not VIP,No,No,216
4688784,,Yes,2014-10-03 19:52:58.363,N/D,Not VIP,Yes,Yes,52
2085927,,Yes,2012-05-29 19:44:49.540,Women,Not VIP,Yes,No,216
4668788,,No,,N/D,Not VIP,Yes,No,14
4672181,,No,,N/D,Not VIP,No,No,215
4671167,,No,,Women,Not VIP,No,No,13
1173957,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,53
4700864,1983-08-15,No,,Men,Not VIP,Yes,No,215
57879,,Yes,2009-09-04 15:19:02.840,Women,Not VIP,Yes,Yes,106
4729794,,Yes,2014-01-09 09:39:25.707,Women,Not VIP,Yes,No,103
4677790,,Yes,2015-05-27 19:40:30.090,Women,Not VIP,No,No,13
4657972,,Yes,2015-04-06 14:41:05.487,N/D,Not VIP,No,No,104768
2116063,,No,2012-06-05 14:56:30.743,Women,Not VIP,No,No,216
3756368,,No,,N/D,Not VIP,No,No,216
2077348,,Yes,2012-05-29 19:44:49.540,Women,Not VIP,No,No,29
1160782,,Yes,2012-02-21 20:25:42.803,Women,VIP,Yes,Yes,106
1142060,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,153
974568,,Yes,2011-12-29 19:30:14.583,N/D,Not VIP,Yes,No,103
1173362,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,13
2779505,,No,,N/D,Not VIP,No,No,70
1178341,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,104769
2105782,,Yes,2012-06-05 14:56:30.743,Women,Not VIP,No,No,70
1166973,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,103
1182768,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,236
2462525,,Yes,2012-07-11 15:22:58.943,N/D,Not VIP,No,Yes,123
4729671,,Yes,2012-12-24 19:10:53.223,N/D,Not VIP,No,No,103
4725327,,Yes,2013-06-25 17:24:06.447,Women,Not VIP,Yes,No,13
2787493,,No,,Men,Not VIP,No,No,216
2787854,,Yes,2012-08-08 21:36:32.920,Women,Not VIP,Yes,No,216
182395,,Yes,2010-07-15 20:32:44.013,Women,Not VIP,No,No,80
4727158,,No,,Women,Not VIP,No,No,110
2784211,,No,,N/D,Not VIP,No,No,216
2776448,,No,,Women,Not VIP,No,No,216
2079925,,Yes,2012-05-29 19:44:49.540,N/D,Not VIP,Yes,No,216
2108528,1993-04-17,Yes,2012-06-05 14:56:30.743,Men,Not VIP,Yes,Yes,216
3756662,,No,,Women,Not VIP,No,No,216
3765604,,No,,Women,Not VIP,No,No,70
3768979,,No,,Men,Not VIP,No,Yes,70
3771119,,No,,N/D,Not VIP,No,No,216
4677164,,No,,Men,Not VIP,No,No,215
4687678,,No,,Men,Not VIP,No,No,13
4689271,,No,,Men,Not VIP,Yes,No,13
4674735,,No,,Women,Not VIP,No,No,13
2109453,,Yes,2012-06-05 14:56:30.743,N/D,Not VIP,Yes,Yes,216
3772970,,No,,Women,Not VIP,No,No,216
